X,A,B,C,D
895,40.8,0,0.4,0
896,41.1,0,0.4,0
897,41.7,0,0.5,0
898,41.7,0,1.6,20
899,41.7,0,1.4,5
900,42,0,1,5
901,42,0.09375,1,0
902,41.7,0,1,0
903,41.7,0,1,0
904,41.7,0,1,0
905,41.7,0,1,0
906,41.7,0,1,0
907,41.7,0,1,0
908,41.7,0,1,0
909,41.7,0,1,0
910,41.7,0,1,0
911,41.7,0,1,0
912,41.7,0,1,0
913,41.7,0,1,0
914,41.7,0,1,0
915,41.7,0,1,0
916,41.7,0,1,0
917,41.7,0,1,0
918,41.7,0,1,0
919,41.7,0,1,0
920,41.7,0,1,0
921,42,0,1,0
922,42,0,1,0
923,42,0,1,0
924,42,0,1,0
925,42,0,1,0
926,42.3,0,1,0
927,42.3,0,1,0
928,42.3,0,1,0
929,42.3,0,1,0
930,42.3,0,1,0
931,42.6,0,1,0
932,42.3,0,1,0
933,42.3,0,1,0
934,42.3,0,1,0
935,42,0,1,0
936,42,0,1,0
937,42,0,1,0
938,42,0,1,0
939,42,0,1,0
940,42,0,1,0
941,42,0,1,0
942,42,0,1,0
943,42,0,1,0
944,42,0,1,0
945,42,0,1,0
946,42,0,1,0
947,42,0,1,0
948,42,0,1,0
949,42,0,1,0
950,42,0,1,0
951,42,0,1,0
952,42.3,0,1,0
953,42.3,0,1,0
954,42.3,0,1,0
955,42.3,0,1,0
956,42.3,0,1,0
957,42.3,0,1,0
958,42.3,0,1,0
959,42.6,0,1,0
960,42.6,0,1,0
961,42.6,0,1,0
962,42.6,0,1,0
963,42.6,0,1,0
964,42.6,0,1,0
965,42.9,0,1,0
966,42.9,0,1,0
967,42.9,0,1,0
968,42.9,0,1,0
969,42.9,0,1,0
970,42.9,0,1,0
971,42.9,0,1,0
972,42.9,0,1,0
973,42.9,0,1,0
974,42.9,0,1,0
975,42.9,0,1,0
976,42.9,0,1,0
977,42.9,0,1,0
978,42.9,0,1,0
979,42.9,0,1,0
980,42.9,0,1,0
981,42.9,0,1,0
982,42.9,0,1,0
983,42.9,0,1,0
984,42.9,0,1,0
985,42.9,0,1,0
986,42.9,0,1,0
987,42.9,0,1,0
988,42.9,0,1,0
989,42.3,0,1,0
990,41.1,0,1,0
991,39.9,0,1,0
992,39.3,0,1.1,0
993,39.3,0,1.3,0
994,39,0,0.8,5
995,38.7,0,1.5,5
996,38.7,0,2.6,10
997,38.4,0,3.8,10
998,38.1,0,7.1,30
999,34.8,0,11.2,40
1000,30.9,0,15.1,40
1001,28.5,0,19.1,45
1002,26.7,0,25.5,65
1003,21.9,0,35.7,100
1004,15.9,0,51.4,155
1005,4.5,0,69.2,180
1006,-0.3,0,86.5,175
1007,0,0.09375,106.7,185
1008,0.3,0.09375,126.2,215
1009,0.3,0.1875,149.8,235
1010,0.3,0.1875,171.7,220
1011,0.3,0.28125,193.6,220
1012,0.3,0.28125,213.1,195
1013,0,0.375,225.2,120
1014,0.3,0.375,233.4,80
1015,0.3,0.46875,241.2,80
1016,0.3,0.375,258.6,175
1017,0.3,0.375,281.1,225
1018,0.3,0.375,306.5,255
1019,0.3,0.375,330.2,235
1020,0.3,0.375,352.5,225
1021,0,0.375,371.9,195
1022,0.3,0.375,391.7,200
1023,0.3,0.375,412.2,205
1024,0.3,0.375,428.5,165
1025,0.3,0.375,439.3,110
1026,0.3,0.46875,444.8,55
1027,0.3,0.46875,446.9,20
1028,0.3,0.46875,446.9,0
1029,0.3,0.375,446.4,5
1030,0.3,0.375,445.5,10
1031,0.3,0.46875,443.7,20
1032,0.3,0.5625,437.5,60
1033,0.3,0.65625,422.2,155
1034,0.3,0.78125,398.5,235
1035,0.3,0.875,376,225
1036,0.3,1.0625,350.6,255
1037,0.3,0.96875,320,305
1038,0.3,0.96875,286.6,335
1039,0.3,1.0625,253.3,335
1040,0.3,1.15625,216,375
1041,0.3,1.34375,175.5,405
1042,0.3,1.34375,132.1,435
1043,0.3,1.46875,87.2,450
1044,0,1.46875,43.3,440
1045,0.3,1.34375,6.2,370
1046,0.3,1.25,17.3,235
1047,0.3,1.25,47.4,300
1048,0.3,1.34375,79.8,325
1049,0.3,0.28125,16.8,5
1050,0.3,0.09375,16.2,5
1051,0.3,-0.1875,12,5
1052,0.3,-0.28125,21.6,10
1053,0.3,-0.28125,21.2,5
1054,0.3,-0.375,21,0
1055,0.3,1.5625,201.8,10
1056,0.3,1.5625,195.4,65
1057,0,1.5625,185,105
1058,0.3,1.65625,167.3,175
1059,0.3,1.84375,142.6,245
1060,0.3,2.25,117.2,255
1061,0.3,2.25,95,220
1062,0.3,2.03125,76.3,185
1063,0.3,2.03125,54.4,220
1064,0.3,2.34375,25,295
1065,15.6,-2.9375,1.1,0
1066,14.1,-2.53125,1.8,5
1067,13.2,-2.4375,2.4,5
1068,12.9,-2.15625,2.7,5
1069,12.3,0.1875,2.7,0
1070,12.6,1.0625,2.7,0
1071,12.6,0.46875,2.6,0
1072,13.5,-0.46875,2.4,0
1073,15.3,-0.28125,2.1,5
1074,15.9,0.28125,1.8,5
1075,17.1,0.28125,1.5,5
1076,18.3,-0.09375,1.4,0
1077,19.2,-0.1875,1.4,0
1078,19.5,0.09375,1.3,0
1079,19.5,0.1875,1.2,0
1080,19.5,0,0.9,5
1081,19.2,0,0.3,5
1082,2.4,0,2.1,25
1083,-0.3,0.09375,8.5,65
1084,0.3,0.1875,17.9,95
1085,0.3,0.28125,30.5,125
1086,0.3,0.28125,45.8,155
1087,0.3,0.375,63.3,175
1088,0.3,0.375,84.4,210
1089,0.3,0.46875,105.9,215
1090,0.3,0.5625,125.6,195
1091,0.3,0.46875,145.4,200
1092,0.3,0.5625,169.1,235
1093,0.3,0.78125,199.1,300
1094,0.3,0.78125,225.7,265
1095,0.3,0.96875,246.4,205
1096,0,1.34375,261.6,150
1097,0.3,1.34375,277.2,155
1098,0,1.34375,296.1,190
1099,0.3,1.25,314.7,185
1100,0.3,1.25,329.5,150
1101,0.3,1.25,338.3,90
1102,0.3,1.25,337.5,15
1103,0.3,1.46875,325.8,115
1104,0,1.65625,305.9,200
1105,0.3,1.75,283.7,220
1106,0.3,1.75,262,215
1107,0,1.65625,242.5,195
1108,0.3,1.5625,214.1,285
1109,0,1.5625,175.7,385
1110,0.3,1.75,134.7,410
1111,0.3,1.9375,89.7,450
1112,0.3,2.03125,45.7,440
1113,0.3,1.65625,15,20
1114,0,1.46875,8.5,15
1115,0.3,1.65625,7.9,5
1116,0.3,1.65625,6.7,10
1117,0.3,1.75,5.3,15
1118,0,1.75,5.1,0
1119,0.3,1.75,5.3,0
1120,0,1.75,5,0
1121,0,1.84375,4.9,0
1122,0,1.84375,4.8,0
1123,0,1.84375,4.8,0
1124,0.3,1.9375,4.7,0
1125,0,1.9375,4.6,0
1126,0,1.84375,4.2,5
1127,0,1.84375,3.9,5
1128,0.3,0.28125,18.5,5
1129,0.3,0.28125,17.5,10
1130,0.3,0.28125,15.8,15
1131,0,0,1.7,0
1132,0.3,0,1.8,0
1133,0.3,-0.375,19.5,5
1134,0.3,-0.375,19.8,0
1135,0.3,-0.375,19.9,0
1136,30,-5.09375,0.6,0
1137,28.8,-4.90625,0.5,0
1138,29.1,-4.90625,0.5,0
1139,29.4,-4.6875,0.5,0
1140,29.4,-4.59375,0.4,0
1141,29.4,-4.6875,0.4,0
1142,29.1,-4.6875,0.4,0
1143,24.9,-4.59375,0.3,0
1144,15.6,-3.40625,0.2,0
1145,5.4,-1.84375,0,0
1146,3,-0.5625,0,0
1147,3,-0.46875,0.2,0
1148,3.3,-0.375,0.4,0
1149,8.4,0.09375,0.2,0
1150,11.4,0.28125,0.1,0
1151,15,0,0.3,5
1152,16.2,-0.09375,1.4,10
1153,16.8,0,2,5
1154,16.8,0.09375,1.2,5
1155,16.8,0.09375,0.8,5
1156,17.1,0,1.1,0
1157,17.7,0,1.5,5
1158,18.6,0,1.5,0
1159,19.8,0,1.6,0
1160,20.1,0,1.8,0
1161,20.4,0,1.8,0
1162,20.7,0,1.8,0
1163,21,0,1.8,0
1164,21,0,1.7,0
1165,21.3,0,1.7,0
1166,21.6,0,1.7,0
1167,21.9,0,1.7,0
1168,22.2,0,1.5,0
1169,22.8,0,0.7,10
1170,23.4,0,0.6,0
1171,23.4,0,0.9,0
1172,23.4,0,2,10
1173,23.7,0,2.1,0
1174,23.7,0,2.3,0
1175,24,0,3,5
1176,24,0,2.9,0
1177,24.3,0,2.9,0
1178,24.6,0,2.8,0
1179,24.6,0,2.8,0
1180,24.6,0,2.2,5
1181,24.6,0,1.8,5
1182,24.6,0,2,0
1183,24.9,0,2,0
1184,25.2,0,2,0
1185,25.2,0,2.1,0
1186,25.5,0,2.3,0
1187,25.5,0,2.2,0
1188,25.8,0,2.2,0
1189,25.8,0,2.2,0
1190,25.8,0,2.2,0
1191,25.8,0,2.1,0
1192,25.8,0,2.1,0
1193,26.1,0,2.1,0
1194,26.1,0,2.2,0
1195,26.4,0,2.3,0
1196,26.4,0,2.3,0
1197,26.4,0,2.3,0
1198,26.7,0,2.4,0
1199,26.7,0,2.3,0
1200,26.7,0,2.7,5
1201,26.7,0,5.1,25
1202,26.7,0,7.5,25
1203,26.7,0,8,5
1204,26.7,0,7.6,5
1205,27,0,7.8,0
1206,27,0,7.8,0
1207,27.3,0,7.9,0
1208,27.3,0,8.4,5
1209,27.3,0,9,5
1210,27.6,0,8.9,0
1211,27.6,0,8.9,0
1212,27.6,0,8.9,0
1213,27.9,0,8.8,0
1214,27.9,0,8.8,0
1215,27.9,0,8.8,0
1216,27.9,0,8.5,5
1217,27.9,0,8.5,0
1218,27.9,0,8.5,0
1219,28.2,0,8.5,0
1220,28.2,0,8.5,0
1221,28.2,0,8.2,5
1222,28.5,0,7.9,5
1223,28.5,0,6.6,15
1224,28.5,0,3.8,30
1225,28.8,0,2.1,15
1226,29.1,0,2.5,5
1227,29.1,0,2.2,0
1228,29.1,0,3.3,10
1229,29.1,0,3.4,0
1230,29.1,0,2.7,5
1231,29.1,0,2.3,5
1232,29.1,0,2,5
1233,29.1,0,1.6,5
1234,29.1,0,0.8,10
1235,29.1,0,1.1,0
1236,29.1,0,1.1,0
1237,29.1,0,1.7,5
1238,29.1,0,2.5,0
1239,26.7,0,2.6,0
1240,16.8,0,3.9,15
1241,16.5,0,4.8,10
1242,17.1,0,4.9,0
1243,20.1,0,4.9,0
1244,23.4,0,4.9,0
1245,27,0,5,0
1246,30.3,0,5.3,5
1247,30.9,0,5.3,0
1248,31.2,0,5.3,0
1249,31.2,0,5.1,0
1250,31.2,0,4.8,5
1251,31.2,0,4.6,0
1252,31.2,0,4.5,0
1253,31.2,0,4.1,5
1254,31.5,0,4.1,0
1255,31.5,0,4.1,0
1256,31.5,0,4.1,0
1257,31.5,0,4.1,0
1258,31.5,0,4,0
1259,31.5,0,4.2,0
1260,31.5,0,4.7,5
1261,31.5,0,5.3,5
1262,30.3,0,7.4,20
1263,29.1,0,12.1,45
1264,24,0,19.9,80
1265,13.2,0,32.2,125
1266,-0.3,0,46,140
1267,0.3,0.09375,58,120
1268,0.3,0.09375,72.1,140
1269,0.3,0.1875,94,220
1270,0.3,0.28125,125.1,310
1271,0.3,0.28125,156.5,315
1272,0.3,0.28125,184.2,275
1273,0.3,0.375,214.3,300
1274,0.3,0.375,248.7,345
1275,0,0.375,281.1,325
1276,0.3,0.375,303,220
1277,0.3,0.28125,335.3,325
1278,0.3,0.28125,373.7,385
1279,0.3,0.28125,409.9,360
1280,0,0.28125,434.7,250
1281,0.3,0.375,452.5,180
1282,0.3,0.28125,471.9,195
1283,0.3,0.28125,470.2,30
1284,0.3,0.375,469.8,5
1285,0.3,0.375,469.7,0
1286,0.3,0.28125,469.6,0
1287,0.3,0.1875,468.4,10
1288,0.3,0.5625,465.1,35
1289,0.3,0.65625,461.2,40
1290,0.3,0.65625,451,100
1291,0.3,0.78125,426.9,240
1292,0.3,0.875,397.7,290
1293,0.3,1.0625,364.7,330
1294,0.3,1.0625,327.4,375
1295,0.3,1.15625,287.1,405
1296,24.6,-4.09375,0.1,0
1297,22.2,-4,0.1,0
1298,16.5,-3.625,0.1,0
1299,12.9,-2.625,0.2,0
1300,17.7,-2.625,0.2,0
1301,20.1,-3.3125,0.2,0
1302,21,-3.125,0.2,0
1303,24,-3.125,0.2,0
1304,27.9,-3.90625,0.4,0
1305,32.1,-4.59375,0.3,0
1306,32.7,-4.90625,0.3,0
1307,32.7,-5,0.3,0
1308,28.2,-4.78125,0.3,0
1309,15.3,-2.84375,0.5,0
1310,8.7,0.96875,0.6,0
1311,9.9,1.15625,0.8,0
1312,16.5,0.78125,2,10
1313,20.7,-0.1875,3.9,20
1314,22.2,-0.375,5.3,15
1315,22.2,0.09375,6.6,10
1316,22.5,0.375,8.4,20
1317,23.1,0,13.9,55
1318,23.4,-0.28125,22.9,95
1319,23.7,0,38.8,145
1320,23.7,0.28125,55.9,170
1321,24,0,72.5,165
1322,23.4,-0.09375,84.4,135
1323,18.9,0,95.8,105
1324,16.2,0.09375,105.2,95
1325,13.5,0.09375,115.8,105
1326,8.7,0,126.7,120
1327,1.2,0,139,110
1328,0,0.1875,148.8,100
1329,0.3,0.09375,156.9,90
1330,0.3,0.09375,170.2,135
1331,0,0.1875,192,200
1332,0.3,0.28125,214.6,225
1333,0.3,0.28125,233.1,205
1334,0,0.375,250.7,175
1335,0,0.375,273,205
1336,0.3,0.375,295.9,250
1337,0.3,0.375,330.7,320
1338,0.3,0.375,360.6,330
1339,0.3,0.375,391,305
1340,0.3,0.375,410.3,195
1341,0.3,0.375,422.4,120
1342,0.3,0.46875,437,145
1343,0.3,0.375,452.5,140
1344,0.3,0.375,460.6,80
1345,0,0.46875,463.3,30
1346,0,0.46875,462.7,5
1347,0.3,0.5625,459.4,35
1348,0.3,0.65625,450.6,90
1349,0.3,0.875,432,185
1350,0.3,1.0625,405.4,265
1351,0.3,1.0625,17.3,0
1352,0.3,0.96875,19.1,20
1353,0,0.78125,22,30
1354,0,0.65625,23.8,20
1355,0.3,0.78125,23.8,0
1356,0.3,0.28125,22.8,0
1357,0,-0.1875,9.9,5
1358,0,-0.1875,11.1,10
1359,0.3,-0.375,19,10
1360,0.3,-0.375,18.9,0
1361,0.3,-0.375,19,0
1362,0.3,-0.375,18.9,0
1363,0.3,1.0625,243.8,0
1364,0.3,1.0625,243.5,0
1365,0.3,1.15625,242.9,5
1366,0,1.15625,242.4,5
1367,0.3,1.15625,242.4,0
1368,0,1.25,241.2,10
1369,0.3,1.46875,237,40
1370,0,1.5625,226.9,100
1371,0.3,1.75,215.6,115
1372,0.3,2.03125,202.4,130
1373,0,1.84375,180.7,215
1374,0.3,1.9375,151.6,290
1375,0.3,1.9375,123.3,285
1376,0.3,2.03125,95.2,280
1377,0.3,2.03125,67.8,275
1378,0.3,2.03125,35.9,320
1379,3.9,0.46875,2.1,0
1380,3.9,0,1.8,5
1381,2.4,-0.09375,1.1,5
1382,-0.3,0,0.8,5
1383,0.3,0.09375,0.8,0
1384,0.3,0.1875,0,10
1385,0.3,0.28125,3.4,35
1386,0.3,0.46875,10.5,70
1387,0,0.46875,24.7,140
1388,0.3,0.46875,46.9,220
1389,0.3,0.46875,72.6,255
1390,0.3,0.5625,95.7,230
1391,0.3,0.46875,115.7,200
1392,0.3,0.46875,130,145
1393,0.3,0.46875,142.5,125
1394,0.3,0.46875,162,195
1395,0.3,0.46875,192.5,305
1396,0.3,0.375,227.7,350
1397,0,0.375,259.7,320
1398,0.3,0.375,279.8,200
1399,0.3,0.46875,296.1,165
1400,0,0.46875,313.3,170
1401,0.3,0.46875,332.8,195
1402,0.3,0.46875,354,210
1403,0.3,0.46875,372,180
1404,0.3,0.5625,383.8,120
1405,0,0.78125,388.3,45
1406,0.3,0.78125,380,80
1407,0.3,0.96875,357.4,225
1408,0.3,1.15625,334.5,230
1409,0.3,1.0625,316.3,180
1410,0.3,1.0625,295,215
1411,0.3,1.15625,270.2,250
1412,0.3,1.25,243.9,265
1413,0.3,1.15625,215.4,285
1414,0.3,1.15625,184.2,310
1415,0.3,1.25,150.3,340
1416,0.3,0,17.8,0
1417,0.3,0,18,0
1418,0.3,0.28125,18.4,5
1419,0.3,-0.09375,18.4,10
1420,0.3,-0.09375,18.7,5
1421,0.3,-0.46875,36.2,0
1422,0.3,-0.375,35.8,0
1423,0.3,-0.375,35,10
1424,18.9,-3.53125,3.1,5
1425,17.1,-3.125,2.9,0
1426,13.2,-2.4375,2.8,0
1427,5.1,0.28125,1.2,15
1428,3.6,0.46875,1.4,25
1429,4.2,0.65625,1.7,5
1430,4.5,0.09375,1.2,5
1431,7.5,-0.28125,0,10
1432,10.5,-0.28125,0.3,0
1433,12.9,0,0.2,0
1434,13.8,0.09375,0.1,0
1435,15.6,0,0.2,0
1436,17.4,-0.09375,0.4,0
1437,17.7,0,0.4,0
1438,17.7,0,0.3,0
1439,17.7,0,0.6,0
1440,18,-0.09375,0.5,0
1441,18.3,0,0.4,0
1442,18.3,0,0.4,0
1443,18.3,0,0.4,0
1444,18.6,0,0.3,0
1445,8.1,0,0.5,10
1446,-0.3,0,2.8,25
1447,0.3,0.1875,8.9,60
1448,0.9,0.1875,17.9,90
1449,5.1,0.09375,25.8,80
1450,7.5,-0.46875,32.2,65
1451,8.7,-0.375,35,30
1452,8.7,0.09375,32.9,20
1453,9,0.28125,29.2,35
1454,10.2,0,26.8,25
1455,10.8,-0.1875,26.8,0
1456,10.8,0,26.8,0
1457,11.1,0.09375,26.8,0
1458,11.4,0,26.8,0
1459,11.7,-0.09375,26.8,0
1460,12,0,26.8,0
1461,12,0,26.8,0
1462,12,0,26.7,0
1463,12.3,0,26.7,0
1464,12.6,0,26.8,0
1465,12.9,0,26.8,0
1466,12.9,0,26.8,0
1467,13.2,0,26.8,0
1468,13.2,0,26.8,0
1469,13.2,0,26.8,0
1470,13.5,0,26.8,0
1471,13.8,0,26.8,0
1472,13.8,0,26.8,0
1473,14.1,0,26.8,0
1474,10.2,0,26.8,0
1475,-0.3,0,27.2,5
1476,0.3,0.09375,30.9,35
1477,0.3,0.1875,39.6,85
1478,0.3,0.28125,52.3,125
1479,0.3,0.28125,68.6,165
1480,0.3,0.375,88.4,200
1481,0.3,0.375,114.7,265
1482,0.3,0.375,145.9,310
1483,0.3,0.375,175.8,300
1484,0.3,0.375,200,240
1485,2.4,0.375,214.8,150
1486,1.8,0.375,225,100
1487,1.5,0.28125,234.8,100
1488,1.8,0,242.3,75
1489,0.6,0,245.3,30
1490,0.3,0,246,5
1491,0.3,0.09375,248.5,25
1492,0.3,0.1875,252.3,40
1493,0.3,0.1875,253.1,10
1494,0.3,0.28125,253.1,0
1495,0.3,0.375,253.4,5
1496,0.3,0.375,253.5,0
1497,0.3,0.46875,253.9,5
1498,0.3,0.78125,254.4,5
1499,0.3,0.96875,254.6,0
1500,0.3,1.34375,254.6,0
1501,0,1.9375,253.7,10
1502,0.3,2.34375,248.9,50
1503,0.3,2.53125,240.9,80
1504,0.3,2.34375,231.9,90
1505,0.3,2.25,219.8,120
1506,0,2.25,200.9,190
1507,0.3,2.25,176.8,240
1508,0.3,2.34375,149.3,275
1509,0.3,2.15625,121.1,280
1510,0.3,1.9375,94.4,265
1511,0.3,1.84375,64.4,300
1512,0.3,1.9375,28.4,360
1513,22.5,-3.90625,3.7,0
1514,22.5,-4,4.1,5
1515,22.2,-4,4.5,5
1516,21.3,-3.8125,4.4,0
1517,12.6,-0.78125,3.1,15
1518,5.1,0.78125,1.4,45
1519,6.9,0.96875,3.2,20
1520,6.9,0.375,2.7,5
1521,7.2,-0.1875,1.5,10
1522,7.8,-0.28125,0.5,10
1523,9.3,0.09375,0.7,0
1524,9.9,0.1875,0.6,0
1525,11.1,0,0.6,0
1526,12.6,-0.09375,0.6,0
1527,14.1,0.09375,0.7,0
1528,15.6,0.1875,1,5
1529,17.7,0,1,0
1530,19.5,0,0.9,0
1531,21,0,1,0
1532,21.6,0,1.1,0
1533,22.2,0,1.2,0
1534,22.8,0,1.6,5
1535,23.4,0,4,25
1536,24.3,0,8.6,45
1537,24.6,0,11.4,30
1538,25.8,0,10.7,5
1539,26.7,0,9.8,10
1540,27.9,0,10.3,5
1541,30.6,0,10.4,0
1542,36.9,0,9.9,5
1543,42,0,9.7,0
1544,43.5,0,9.7,0
1545,42,0,9.6,0
1546,34.8,0,9.6,0
1547,20.1,0,9.6,0
1548,25.8,0,9.6,0
1549,26.4,0,9.2,5
1550,27.9,0,8.7,5
1551,33.6,0,6.9,20
1552,34.2,0,4.6,25
1553,36,0,3.1,15
1554,36,0,2.6,5
1555,36,0,2.6,0
1556,32.4,0,2.6,0
1557,27.9,0,2.6,0
1558,17.4,0,2.6,0
1559,1.2,0,4.3,15
1560,-0.3,0.09375,11.8,75
1561,0,0.1875,27,150
1562,0.3,0.28125,49.1,220
1563,0,0.28125,77.7,285
1564,0.3,0.28125,115.3,375
1565,0,0.375,162.3,470
1566,0.3,0.375,210.8,485
1567,0,0.375,245.8,350
1568,0,0.375,281.3,355
1569,0.3,0.375,313.3,320
1570,0,0.375,312.7,35
1571,0.3,0.46875,318.1,55
1572,0,0.5625,337.1,190
1573,0.3,0.5625,360.8,235
1574,0,0.5625,383.3,225
1575,0,0.78125,403.5,200
1576,0,0.875,419,155
1577,0,0.875,426.7,75
1578,0.3,0.96875,427.5,5
1579,0.3,1.0625,423.1,45
1580,0.3,1.15625,414.5,85
1581,0,1.34375,399.5,150
1582,0,1.34375,380.4,190
1583,0.3,1.34375,359.1,215
1584,0,1.5625,337.8,215
1585,0.3,1.65625,312,260
1586,0,1.46875,281.4,305
1587,0.3,1.5625,245,365
1588,0.3,1.65625,203.9,410
1589,0.3,1.5625,156.5,475
1590,0,1.65625,103.7,530
1591,0,1.75,54.4,495
1592,0,1.65625,11.6,430
1593,0.3,1.34375,24.7,365
1594,0,0,22.3,0
1595,0.3,0,22.5,0
1596,0.3,0,16,10
1597,0.3,0,16.5,5
1598,0.3,-0.375,17,10
1599,0.3,-0.375,16.1,10
1600,0.3,1.5625,256.4,55
1601,0.3,1.46875,244,125
1602,0,1.46875,224.3,195
1603,0.3,1.5625,197.9,265
1604,0,1.46875,167.3,305
1605,0,1.5625,135.9,315
1606,0.3,1.75,104.6,315
1607,0,1.75,69.5,350
1608,0,1.75,33.9,355
1609,0,1.75,4,380
1610,0,-0.375,1,5
1611,0.3,-0.28125,1,0
1612,0.3,-0.28125,0.9,0
1613,0,-0.375,0.8,0
1614,21.6,-3.90625,2.4,0
1615,21,-3.90625,2.4,0
1616,14.7,-3.21875,1.9,5
1617,9.3,-2.25,0.6,15
1618,9.6,-1.75,0.9,15
1619,4.8,-1.34375,1.2,5
1620,-0.3,0,2,10
1621,-0.3,0.1875,4.4,25
1622,0.3,0.1875,7.7,35
1623,0.3,0.1875,11.7,40
1624,0,0.1875,18.5,70
1625,0.3,0.28125,29.9,115
1626,0.3,0.28125,49,190
1627,0,0.28125,73.4,245
1628,0,0.5625,99.2,260
1629,0,0.65625,125.4,260
1630,0,0.5625,144.2,190
1631,0,0.65625,151.5,75
1632,0,0.78125,152.1,5
1633,0,0.875,153.2,10
1634,0,1.0625,155.3,20
1635,0.3,1.15625,166.1,110
1636,0,1.15625,189.3,230
1637,0,1.15625,213.9,245
1638,0.3,1.0625,230.3,165
1639,0.3,1.15625,237.8,75
1640,0,1.25,238.8,0
1641,0,1.25,237.4,15
1642,0,1.25,235.7,15
1643,0,1.34375,233.1,25
1644,0,1.34375,226.6,65
1645,0,1.34375,215.1,115
1646,0.3,1.34375,199,160
1647,0.3,1.46875,180.3,185
1648,0.3,1.34375,161.7,185
1649,0,1.25,144.4,175
1650,0,1.25,128.2,160
1651,0,1.25,109,190
1652,0.3,1.34375,89.4,195
1653,0.3,1.46875,70.1,195
1654,0,1.5625,51,190
1655,0.3,0.28125,9.6,45
1656,0.3,0.1875,4.6,15
1657,0.3,0,3,15
1658,0.3,0.09375,0.7,25
1659,0,0.09375,2.2,30
1660,0.3,-0.09375,26,90
1661,0,-0.375,30,40
1662,0.3,-0.375,31.3,15
1663,0.3,-0.28125,32.4,10
1664,0.3,-0.375,32.9,5
1665,31.5,-5.46875,0.9,0
1666,29.1,-5.28125,1,0
1667,23.4,-4.3125,1.1,0
1668,18.9,-3.625,1.2,0
1669,15,-1.25,1.4,0
1670,5.1,0.78125,1.9,5
1671,6.3,0.875,2,0
1672,6.9,0.28125,1.6,5
1673,9.6,-0.28125,1.3,5
1674,9.9,-0.375,1.2,0
1675,9.9,0,0.9,5
1676,8.7,0.09375,0.4,5
1677,-0.3,0,0.8,10
1678,0.3,0,4.4,35
1679,0.3,0,11.4,70
1680,0.3,0.09375,19.6,80
1681,0,0.09375,26.4,70
1682,0.3,0.1875,34.7,85
1683,0.3,0.28125,42.4,75
1684,0.3,0.78125,59.9,175
1685,0.3,0.65625,81.6,215
1686,0.3,0.5625,107.5,260
1687,0.3,0.5625,142.4,350
1688,0.3,0.65625,189.2,470
1689,0,0.875,230.4,410
1690,0.3,1.0625,253.9,235
1691,0.3,1.15625,267.4,135
1692,0,1.25,281,135
1693,0.3,1.46875,300.7,195
1694,0,1.34375,317.8,170
1695,0,1.25,327.5,95
1696,0.3,1.34375,327.8,10
1697,0.3,1.46875,323.1,45
1698,0.3,1.46875,313.6,95
1699,0.3,1.46875,295.4,180
1700,0,1.65625,270.2,250
1701,0.3,1.75,244.4,260
1702,0.3,1.75,219.9,245
1703,0,1.5625,194.5,255
1704,0.3,1.46875,167,275
1705,0,1.5625,137.1,300
1706,0.3,1.84375,98.2,390
1707,0.3,0.375,0.5,5
1708,0.3,0.375,0.4,0
1709,0.3,0.28125,0.4,0
1710,0.3,0.28125,0,5
1711,0.3,0.28125,0.5,5
1712,0.3,0.1875,1.3,10
1713,0.3,0.1875,1.9,5
1714,0.3,0.1875,1,10
1715,0,0.1875,1.1,0
1716,45.6,-7.15625,0.1,0
1717,43.8,-7.0625,0.1,0
1718,36.3,-6.5625,0.1,0
1719,27.9,-5.46875,0,0
1720,25.2,-4.40625,0.4,5
1721,21,-3.90625,0.7,5
1722,12.6,-0.375,1.2,5
1723,11.4,1.0625,1.6,5
1724,12.3,1.15625,1.7,0
1725,15.3,0,1.6,0
1726,17.7,-0.5625,1.5,0
1727,18,0,1.5,0
1728,18.6,0.375,1.4,0
1729,20.4,0.09375,1.1,5
1730,20.4,-0.28125,0.6,5
1731,16.5,-0.09375,0.2,10
1732,0.3,0.28125,2.4,20
1733,0.3,0.1875,8.4,55
1734,0.3,0,16.8,90
1735,0.3,0.09375,30.8,140
1736,0,0.09375,48.7,180
1737,0,0.375,62.1,135
1738,0,0.5625,69.8,75
1739,0.3,0.5625,86.5,165
1740,0,0.46875,116.5,300
1741,0,0.46875,157,405
1742,0.3,0.46875,202.9,460
1743,0.3,0.375,249.9,470
1744,0.3,0.46875,294.9,450
1745,0.3,0.5625,335.6,405
1746,0.3,0.46875,362,265
1747,0.3,0.46875,395.3,335
1748,0.3,0.46875,430.4,350
1749,0,0.46875,461.2,310
1750,0,0.375,470.4,25
1751,0.3,0.78125,465.5,50
1752,0.3,0.875,465.1,5
1753,0,1.0625,462.8,25
1754,0,1.0625,452.9,100
1755,0,1.15625,427.8,250
1756,0,1.46875,395.8,320
1757,0.3,1.84375,365.3,305
1758,0,1.84375,333.3,320
1759,0.3,1.75,288.4,450
1760,0.3,1.46875,4.4,0
1761,0,1.25,4.6,0
1762,0,1.34375,5.2,5
1763,0,1.46875,5.5,5
1764,0,1.34375,4.4,10
1765,0,-0.09375,23.7,0
1766,0.3,-0.375,11.5,15
1767,0,-0.375,12.6,10
1768,0.3,-0.09375,18.2,15
1769,0.3,-0.1875,18.7,5
1770,0.3,0.09375,1.2,5
